PD_CD,KY_CD,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,PERP_SEX,PERP_RACE,DIA,MES
113,344,1201401,2,3,10,0,0,4,6,12
922,348,511001,2,3,34,0,0,5,20,11
744,359,2155500,2,4,102,0,0,2,19,11
139,101,1252501,3,3,9,0,0,5,5,12
705,358,1657100,2,3,14,0,0,5,29,11
268,121,1450502,3,0,42,0,1,5,9,12
339,341,1552500,2,3,5,0,0,2,19,11
439,109,1553004,3,2,94,0,0,2,3,11
748,359,2155006,2,1,123,0,0,4,20,11
802,346,6400,2,0,43,0,1,5,8,11
339,341,1552500,2,3,5,0,0,2,10,12
101,344,1200001,2,2,83,0,1,3,28,11
115,355,1202000,2,4,103,1,0,5,6,12
779,126,215510,3,4,103,0,0,6,18,11
639,361,240301,2,1,121,0,0,2,12,12
109,106,1200502,3,3,32,0,0,2,11,12
439,109,1553001,3,4,105,0,0,2,27,11
439,109,1553004,3,0,52,0,1,4,6,11
175,233,1305201,2,4,109,0,0,6,6,11
478,343,1651503,2,3,18,1,0,2,12,12
478,343,1651503,2,3,32,1,0,5,9,11
681,233,2601002,2,3,28,0,1,3,29,11
681,233,2601001,2,0,52,0,1,5,14,12
244,107,1402000,3,4,109,0,0,2,5,11
198,126,215512,3,2,72,0,0,5,8,12
922,348,512000,2,4,113,3,0,3,12,11
511,235,2200300,2,3,10,0,1,4,23,11
779,126,215510,3,2,72,0,0,5,13,12
113,344,1201401,2,1,120,0,1,2,7,12
106,106,1200800,3,0,42,0,0,5,19,11
922,348,5110,2,3,24,0,0,5,27,11
339,341,1552500,2,1,121,0,0,5,13,12
109,106,1200501,3,0,43,0,1,2,17,12
105,106,1211200,3,4,114,0,1,2,14,11
905,347,119203,2,4,108,0,0,4,6,12
113,344,1201500,2,3,14,17,1,2,13,12
101,344,1200001,2,0,41,0,1,5,16,11
779,126,215510,3,4,115,0,0,6,6,11
922,348,5110,2,0,46,0,0,2,4,12
764,126,2155600,3,3,5,73,0,2,7,11
922,348,511001,2,1,121,0,0,2,6,11
478,343,1651503,2,0,48,1,0,2,14,12
244,107,1402000,3,3,9,0,0,2,20,11
639,361,2403001,2,0,47,0,0,2,13,11
114,344,1211100,2,1,121,0,0,5,4,11
101,344,1200001,2,0,45,2,0,5,29,11
175,233,1305201,2,4,112,0,0,5,23,12
510,117,2200601,3,4,112,0,0,4,25,11
639,361,2403002,2,2,72,0,0,3,11,12
203,352,140100,2,3,18,0,1,5,15,11
478,343,1651503,2,0,46,1,0,3,14,11
503,117,2201601,3,2,90,1,0,5,17,12
503,117,2201601,3,3,28,0,0,2,14,11
139,101,1252501,3,0,50,0,0,2,18,12
792,118,265031,3,0,48,0,0,2,15,11
259,351,1450001,2,0,46,0,1,2,21,11
847,125,51103,3,2,67,0,0,2,6,12
922,348,511001,2,3,34,0,0,5,30,11
339,341,1552500,2,2,62,0,1,5,16,12
269,121,145004,2,3,26,0,0,2,5,11
339,341,1552500,2,3,7,0,0,2,13,11
106,106,1200503,3,2,83,0,1,4,21,11
397,105,1601001,3,0,50,0,0,2,12,12
922,348,511001,2,2,75,0,0,2,16,11
106,106,1200800,3,1,120,0,0,5,5,11
397,105,1600500,3,4,111,0,0,2,8,11
779,126,215510,3,2,73,0,1,2,25,11
439,109,1553001,3,3,30,0,0,3,4,12
339,341,1552500,2,2,70,0,0,2,7,11
439,109,1553001,3,3,10,0,0,5,23,11
729,113,1702500,3,2,69,0,0,2,13,12
259,351,1450001,2,1,120,0,1,5,17,11
905,347,119202,2,2,81,0,0,5,30,11
439,109,1553004,3,2,61,0,1,4,11,12
503,117,2201601,3,3,25,17,0,2,2,12
339,341,1552500,2,4,108,0,1,5,25,11
101,344,1200001,2,3,14,0,0,5,25,11
782,236,2650101,2,0,40,0,0,5,7,11
203,352,140100,2,0,40,2,0,3,1,12
478,343,1651503,2,2,88,1,0,2,1,11
101,344,1200001,2,3,9,0,0,2,19,11
750,359,2053000,2,1,121,0,1,4,25,11
339,341,1552500,2,3,14,0,0,2,10,12
478,343,1651503,2,4,103,17,0,2,16,11
503,117,2201601,3,1,120,0,0,2,5,12
269,121,1450501,3,3,18,0,0,3,11,11
744,359,2155500,2,4,102,0,0,2,13,11
501,117,2201801,3,3,32,0,0,2,8,11
339,341,1552500,2,3,13,0,0,5,16,12
244,107,1402501,3,2,94,0,0,2,13,11
339,341,1552500,2,3,24,0,0,6,27,11
510,117,2200601,3,4,100,0,1,2,21,11
729,113,1703000,3,2,83,0,0,2,6,11
339,341,1552500,2,2,63,0,1,2,15,11
101,344,1200001,2,2,90,0,1,5,12,12
339,341,1552500,2,3,10,0,0,2,4,12
339,341,1552500,2,0,44,0,0,3,7,11
339,341,1552500,2,2,63,0,0,2,16,11
503,117,2201601,3,0,46,1,0,2,20,11
490,232,1654000,2,2,73,0,0,2,3,12
397,105,1601002,3,2,60,0,0,2,1,12
922,348,511001,2,0,44,0,0,2,8,11
339,341,1552500,2,4,113,3,0,5,6,11
464,230,1652501,2,4,115,0,1,5,23,11
759,359,1950501,2,0,48,1,0,2,8,12
782,236,2650101,2,0,47,0,1,2,2,12
779,126,215510,3,1,121,0,0,4,20,11
779,126,215510,3,2,79,2,0,2,13,11
511,235,2200300,2,4,103,0,0,5,5,11
293,126,1051500,3,4,111,0,0,2,3,12
707,340,1902300,2,4,106,0,0,5,12,11
478,343,1651503,2,2,72,1,0,2,10,11
847,125,5110,3,3,34,0,0,2,5,12
109,106,120002,3,3,13,0,1,5,22,11
494,111,1654501,3,1,121,0,0,2,21,11
105,106,1211200,3,4,103,0,0,2,1,12
490,232,1654000,2,4,113,0,0,5,3,12
101,344,1200001,2,1,120,0,0,2,6,11
759,359,1950500,2,2,75,1,0,2,7,12
750,359,2053000,2,2,70,0,0,5,23,11
105,106,1211200,3,0,49,0,0,5,8,12
109,106,1200501,3,3,25,14,0,2,12,11
922,348,511001,2,1,120,0,1,2,15,12
339,341,1552500,2,3,1,0,0,4,2,12
922,348,5110,2,4,104,0,0,5,31,10
114,344,1211100,2,0,42,0,0,5,10,11
104,126,120044,3,0,50,0,0,2,5,12
478,343,1651503,2,3,14,1,0,3,12,11
101,344,1200001,2,4,113,0,1,6,19,12
114,344,1211100,2,0,44,0,0,2,16,12
114,344,1211100,2,4,107,0,0,5,16,11
101,344,1200001,2,0,52,0,0,2,4,11
760,126,2154002,3,3,18,0,0,4,15,11
101,344,1200001,2,1,122,0,0,6,12,12
175,233,1305202,2,4,115,1,0,5,18,12
268,121,1450502,3,2,61,0,0,4,8,12
478,343,1651503,2,0,40,0,0,3,4,12
478,343,1651503,2,3,14,1,0,2,13,12
439,109,1553004,3,3,34,0,0,3,11,12
494,111,1655000,3,2,68,0,0,3,19,11
109,106,1200502,3,4,110,0,1,5,1,12
922,348,5110,2,4,114,0,0,2,23,11
748,359,2155006,2,0,43,0,0,4,3,12
339,341,1552500,2,3,28,0,0,4,1,12
117,126,1202500,3,2,75,0,0,5,4,12
268,121,1450502,3,3,17,0,0,4,3,11
847,125,51103,3,2,67,0,0,2,13,12
494,111,1654501,3,2,79,0,0,2,13,12
969,881,51101,2,4,103,0,0,2,18,11
269,121,1450501,3,0,43,0,0,5,2,11
101,344,1200001,2,4,108,0,0,5,17,11
209,231,1403500,2,2,62,0,0,4,4,12
101,344,1200001,2,2,75,0,0,2,13,11
782,236,2650102,2,4,113,0,0,2,28,11
101,344,1200001,2,4,103,0,0,2,4,12
106,106,1200503,3,2,90,0,0,5,25,11
106,106,1200503,3,3,26,0,0,4,15,11
511,235,2200300,2,3,25,0,0,2,3,12
478,343,1651503,2,4,103,17,0,2,22,11
779,126,215510,3,0,52,0,0,2,11,12
101,344,1200001,2,2,67,0,0,2,12,12
268,121,1450502,3,4,115,3,0,6,13,11
478,343,1651503,2,3,13,1,0,2,29,11
205,352,1401501,2,0,40,1,0,5,21,12
478,343,1651503,2,2,81,1,0,2,9,11
792,118,265031,3,2,75,0,0,2,14,11
101,344,1200001,2,4,101,0,1,2,23,11
779,126,215510,3,4,104,0,0,6,5,11
849,677,0,1,2,83,1,0,5,1,11
114,344,1211100,2,2,75,0,0,2,18,11
339,341,1552500,2,0,44,0,0,5,6,11
101,344,1200001,2,2,75,0,1,2,19,11
640,126,240301,3,3,10,0,0,3,20,11
339,341,1552500,2,3,13,0,0,2,8,12
397,105,1600500,3,0,45,0,0,2,26,11
115,355,1202000,2,0,48,0,0,3,17,11
101,344,1200001,2,4,105,0,1,2,23,11
779,126,215510,3,2,77,0,0,2,12,11
101,344,1200001,2,4,115,0,0,5,14,12
339,341,1552500,2,3,34,0,0,3,21,11
101,344,1200001,2,0,40,2,0,2,22,11
244,107,1402000,3,4,114,0,0,5,14,11
339,341,1552500,2,3,14,0,0,4,3,12
759,359,1950500,2,2,69,0,0,5,14,11
510,117,2200601,3,2,60,0,0,5,9,12
339,341,1552500,2,0,47,0,0,2,10,11
969,881,51101,2,4,113,3,0,6,24,11
105,106,1211200,3,2,70,0,0,6,15,12
268,121,1450502,3,0,41,0,0,3,21,11
782,236,2650101,2,3,18,1,1,2,23,11
101,344,1200001,2,4,110,0,0,5,4,12
639,361,2403001,2,2,77,0,1,2,7,11
764,126,2155600,3,3,5,0,1,2,18,12
511,235,2200300,2,0,40,2,0,5,2,12
969,881,51101,2,2,71,0,0,2,23,11
507,117,2200603,3,4,110,0,0,4,5,11
105,106,1211200,3,2,71,0,0,2,25,11
503,117,2201601,3,0,42,0,0,2,1,11
339,341,1552500,2,0,49,0,0,3,30,11
511,235,2200300,2,2,72,0,0,6,8,12
639,361,2403003,2,3,14,7,0,2,7,12
113,344,1201401,2,2,68,0,0,5,8,12
339,341,1552500,2,0,48,0,0,3,9,11
779,126,215510,3,1,121,0,0,4,20,11
209,231,1403500,2,3,7,0,0,5,15,11
109,106,1200501,3,4,108,0,0,6,13,11
779,126,215510,3,4,104,0,1,5,10,11
439,109,1553004,3,4,106,0,0,6,4,12
203,352,140100,2,2,88,0,0,2,20,11
339,341,1552500,2,1,121,0,0,5,5,11
101,344,1200002,2,3,19,0,0,5,6,12
101,344,1200001,2,1,120,0,1,2,18,12
101,344,1200001,2,4,110,0,0,3,10,11
847,125,51103,3,4,114,0,0,2,29,11
109,106,1200504,3,0,47,0,1,3,15,11
109,106,1200502,3,0,44,0,0,5,7,11
339,341,1552500,2,4,113,3,0,5,21,11
113,344,1201401,2,1,120,0,0,6,29,11
779,126,215510,3,3,9,0,0,2,4,12
339,341,1552500,2,3,14,17,0,5,15,12
268,121,1450502,3,3,25,0,0,5,13,11
109,106,1200501,3,0,40,0,1,2,29,11
478,343,1651503,2,0,40,1,0,2,4,12
339,341,1552500,2,3,19,0,1,4,25,11
922,348,512000,2,2,72,0,0,2,2,11
223,107,1402502,3,3,6,0,0,2,8,12
729,113,1657200,3,3,18,0,0,2,26,11
268,121,1450502,3,3,14,0,1,5,10,12
109,106,1200501,3,3,33,0,0,5,3,12
115,355,1202000,2,0,47,0,0,2,22,11
223,107,1402502,3,3,7,0,0,2,10,12
729,113,1701003,3,0,40,0,1,2,2,12
268,121,1450502,3,4,115,0,0,5,25,11
764,126,2155700,3,3,14,0,0,2,6,11
511,235,2200300,2,3,14,0,0,2,8,11
339,341,1552500,2,3,28,0,0,2,11,11
244,107,1402501,3,3,6,0,0,4,9,11
707,340,1902300,2,0,40,2,0,2,24,11
779,126,215510,3,2,67,0,0,2,8,11
101,344,1200001,2,2,94,0,0,2,12,12
905,347,119203,2,2,67,0,0,2,8,11
339,341,1552500,2,3,14,0,0,2,18,11
478,343,1651503,2,0,40,0,0,2,15,11
439,109,1553004,3,3,5,0,1,2,19,12
101,344,1200001,2,2,70,0,0,4,8,12
779,126,215510,3,4,110,0,0,4,10,12
905,347,1192000,2,2,83,0,0,5,25,11
101,344,1200001,2,1,121,0,1,1,13,11
109,106,1200512,3,3,7,2,0,5,26,11
748,359,2155001,2,4,106,0,0,5,30,11
922,348,51104,2,4,112,0,0,5,14,11
409,109,1553006,3,2,76,0,0,3,19,11
515,117,2203901,3,2,75,0,1,2,15,11
916,348,6000,2,3,34,0,0,5,15,12
244,107,1402000,3,3,13,0,0,4,21,12
779,126,215510,3,1,120,0,0,2,6,11
198,126,215513,3,2,62,0,0,4,19,11
904,119,11921,3,0,47,0,0,5,6,11
847,125,5110,3,2,73,0,0,2,18,11
101,344,1200001,2,0,44,0,1,2,29,11
511,235,2200300,2,4,104,0,1,4,5,12
724,126,170703,3,4,108,0,0,5,18,12
339,341,1552500,2,3,13,0,0,2,4,12
639,361,2403002,2,1,120,0,0,3,2,12
113,344,1201500,2,4,108,0,0,2,1,12
515,117,2203901,3,4,110,0,0,5,12,11
729,113,1657200,3,3,5,0,0,6,2,11
339,341,1552500,2,2,66,0,0,2,19,11
494,111,1654501,3,2,62,0,0,5,16,12
922,348,5110,2,3,24,0,0,5,6,11
109,106,1200502,3,2,70,0,1,2,9,11
109,106,1200502,3,3,25,0,0,2,13,11
101,344,1200001,2,4,109,0,1,6,14,11
922,348,511001,2,2,75,0,0,2,11,12
113,344,1201401,2,4,109,0,0,4,16,12
101,344,1200001,2,2,67,0,0,2,6,12
441,110,1553008,3,0,46,0,0,3,30,11
922,348,511001,2,1,121,0,0,2,17,11
439,109,1553004,3,2,79,0,0,5,10,12
724,126,1707003,3,3,33,0,0,2,21,11
259,351,1450001,2,2,62,0,0,4,4,12
109,106,1200502,3,0,48,0,1,3,16,12
113,344,1201401,2,2,72,0,0,2,14,11
922,348,511001,2,4,115,0,1,5,3,11
922,348,511001,2,2,68,0,0,6,3,12
439,109,1553001,3,4,110,0,1,5,27,11
114,344,1211100,2,4,105,0,0,2,15,11
750,359,2053000,2,3,14,3,0,5,18,11
117,126,1202500,3,2,78,0,0,2,13,11
101,344,1200001,2,3,14,17,1,2,19,11
339,341,1552500,2,2,75,0,0,2,17,11
729,113,1657200,3,0,40,0,0,2,3,12
779,126,215510,3,4,114,0,0,5,24,11
339,341,1552500,2,2,63,0,0,2,9,12
397,105,1600500,3,0,44,0,0,2,22,11
339,341,1552500,2,2,63,0,1,2,19,11
269,121,1450501,3,2,72,0,0,6,10,11
922,348,511001,2,0,40,0,0,3,7,11
511,235,2200300,2,4,103,2,0,6,4,12
117,126,1202500,3,2,83,0,1,5,19,11
515,117,2203901,3,2,83,0,0,5,26,11
478,343,1651503,2,2,84,1,0,2,6,11
139,101,1252501,3,2,90,0,0,5,3,12
922,348,392,2,3,25,0,0,2,13,11
244,107,1402000,3,3,10,0,0,5,12,12
114,344,1211100,2,0,44,0,0,2,22,11
439,109,1553004,3,3,28,0,0,2,13,12
397,105,1601502,3,0,48,0,0,2,18,12
339,341,1552500,2,1,121,0,0,4,23,11
101,344,1200001,2,0,48,1,0,2,24,11
779,126,215510,3,2,77,0,1,2,6,12
339,341,1552500,2,4,114,0,0,2,17,12
244,107,1402000,3,0,49,0,0,2,7,11
339,341,1552500,2,2,70,0,1,3,12,11
439,109,1554001,3,3,5,73,0,5,4,12
439,109,1553001,3,4,101,0,0,5,3,12
109,106,1200501,3,0,52,0,0,2,27,11
478,343,1651503,2,3,23,1,0,4,9,11
639,361,2403002,2,0,45,0,0,2,5,12
968,880,51105,3,2,81,0,0,6,25,11
922,348,512000,2,0,43,2,0,2,8,11
759,359,1950500,2,0,41,0,1,2,2,12
105,106,1211200,3,0,42,0,0,2,10,12
478,343,1651503,2,2,73,1,0,2,6,11
259,351,1450001,2,3,14,0,1,5,18,12
339,341,1552500,2,1,120,0,0,6,20,12
729,113,1702500,3,3,6,1,0,5,14,11
419,109,1553005,3,4,109,0,1,6,4,11
849,677,0,1,2,69,1,0,3,16,11
397,105,160102,3,0,44,0,0,3,8,12
109,106,1200502,3,2,69,2,1,2,26,11
508,235,2205003,2,0,43,2,0,5,12,12
503,117,2201601,3,0,48,0,0,5,17,12
779,126,215510,3,0,40,0,0,5,15,11
478,343,1651503,2,0,40,1,0,5,14,12
511,235,2200300,2,2,76,0,0,4,30,11
760,126,2154002,3,4,108,0,0,2,10,11
792,118,265031,3,0,44,0,0,2,16,11
511,235,2200300,2,4,110,0,1,5,17,12
922,348,511001,2,2,68,0,0,4,8,12
244,107,1402000,3,3,34,0,1,2,1,12
339,341,1552500,2,1,121,0,0,2,2,11
115,355,1202000,2,4,114,71,0,4,7,11
101,344,1200001,2,2,77,0,0,2,21,12
478,343,1651503,2,2,72,0,0,4,4,12
705,358,1702000,2,0,46,0,0,3,27,11
339,341,1552500,2,2,62,0,0,3,21,11
503,117,2201601,3,3,14,17,0,5,26,11
439,109,1553001,3,2,79,0,0,2,2,12
705,358,1702000,2,0,40,0,0,6,13,12
339,341,1552500,2,0,40,0,0,4,22,12
792,118,265031,3,1,120,0,0,6,14,11
101,344,1200001,2,2,72,0,0,5,15,11
258,351,1456002,2,2,90,0,0,4,16,12
339,341,1552500,2,4,110,0,0,6,20,11
223,107,1402502,3,2,84,0,0,5,10,12
117,126,1202500,3,2,69,0,0,2,13,11
503,117,2201601,3,0,48,0,0,2,15,11
494,111,1654501,3,0,40,0,1,2,16,11
101,344,1200001,2,2,70,0,1,2,30,11
462,353,1650501,2,4,115,0,0,5,28,11
681,233,2601001,2,4,105,0,1,2,9,11
397,105,160102,3,3,14,0,1,2,7,11
792,118,265031,3,2,79,0,0,2,25,11
339,341,1552500,2,3,1,0,0,4,7,11
339,341,1552500,2,0,45,0,0,2,7,11
705,358,1702000,2,3,1,0,0,5,13,11
505,117,2200903,3,4,110,0,0,5,14,11
419,109,1553005,3,3,14,1,0,5,12,12
109,106,1200502,3,0,46,0,0,2,5,11
114,344,1211100,2,3,34,0,0,5,9,12
729,113,1702500,3,4,110,0,0,5,17,11
117,126,1202500,3,3,25,0,0,3,19,12
105,106,1211200,3,1,122,0,0,5,14,11
139,101,1252501,3,0,41,69,0,2,9,12
268,121,1450502,3,4,107,0,0,2,17,12
750,359,2053000,2,0,46,0,0,2,10,11
113,344,1201401,2,3,25,0,0,5,29,11
922,348,511001,2,2,70,0,0,5,13,12
268,121,1451000,3,0,43,0,0,2,30,11
339,341,1552500,2,2,62,0,0,4,10,12
478,343,1651503,2,3,14,1,0,2,5,11
339,341,1552500,2,3,14,17,0,2,11,11
258,351,1456002,2,2,90,1,0,5,24,11
478,343,1651503,2,3,25,2,0,2,5,12
339,341,1552500,2,0,40,0,0,3,20,11
478,343,1651503,2,3,14,1,0,5,21,11
339,341,1552500,2,3,19,0,0,5,15,12
565,356,2300400,2,4,103,0,0,2,14,11
779,126,215510,3,3,30,0,0,2,23,11
478,343,1651503,2,3,5,1,0,3,19,11
339,341,1552500,2,2,68,0,0,4,8,11
109,106,1200502,3,4,115,0,1,2,5,12
905,347,119202,2,4,112,0,0,5,8,12
109,106,1200502,3,3,32,0,0,6,8,11
101,344,1200001,2,4,108,0,0,2,9,11
397,105,160102,3,4,103,0,0,5,3,11
478,343,1651503,2,2,72,1,0,2,4,11
113,344,1201401,2,4,102,0,0,6,5,11
259,351,1450001,2,2,83,0,0,5,17,12
501,117,2201805,3,3,14,1,0,3,17,12
397,105,160102,3,2,77,0,0,2,13,11
101,344,1200001,2,2,73,0,0,2,6,12
503,117,2201601,3,3,14,0,0,2,20,11
707,340,1902300,2,4,102,0,0,5,14,12
397,105,1600500,3,3,17,0,0,5,11,12
223,107,1402502,3,3,7,0,0,2,10,12
500,117,2202101,3,1,120,0,0,2,27,11
478,343,1651503,2,4,103,1,0,2,14,12
109,106,1200512,3,4,114,2,1,2,15,11
779,126,215510,3,2,61,0,0,2,2,12
507,117,2200603,3,4,114,0,0,2,12,11
339,341,1552500,2,4,103,0,0,6,11,12
505,117,2200907,3,0,40,1,0,5,14,11
397,105,1601503,3,4,103,0,0,5,11,11
922,348,511001,2,4,114,0,0,6,15,12
101,344,1200001,2,2,81,2,0,2,9,11
339,341,1552500,2,0,52,0,0,2,6,12
681,233,2601001,2,2,70,0,0,5,26,11
101,344,1200001,2,2,73,0,1,2,21,12
494,111,1654501,3,0,46,0,0,3,30,10
793,118,2650201,3,2,69,2,0,2,7,12
397,105,160102,3,3,26,0,0,2,25,11
782,236,2650102,2,4,113,0,0,2,10,12
905,347,119202,2,4,115,3,1,5,16,11
339,341,1552500,2,0,44,0,1,2,12,12
339,341,1552500,2,0,40,0,0,2,7,11
681,233,2601001,2,0,47,0,0,3,17,12
105,106,1211300,3,0,52,0,0,3,19,11
799,363,2702500,2,0,52,0,0,3,2,11
639,361,2403001,2,0,45,0,0,3,12,11
109,106,1200502,3,3,33,0,0,2,13,11
439,109,1553001,3,3,9,0,0,2,3,12
268,121,1451000,3,0,49,0,0,2,20,12
339,341,1552500,2,2,60,0,0,5,27,11
750,359,2053000,2,1,120,0,0,2,16,11
503,117,2201601,3,4,103,17,0,2,4,11
729,113,1704002,3,2,84,0,0,4,3,11
439,109,1553001,3,4,109,0,0,5,9,12
922,348,511001,2,3,32,0,0,5,13,12
397,105,160102,3,3,25,0,0,2,14,11
750,359,2053000,2,4,103,17,0,2,25,11
339,341,1552500,2,2,62,0,1,4,16,11
397,105,1601502,3,2,69,0,0,2,2,12
922,348,511001,2,4,102,0,0,5,18,11
705,358,1702000,2,2,66,0,0,5,19,11
729,113,1657200,3,0,48,17,0,2,4,11
198,126,215515,3,4,102,0,0,6,5,12
101,344,1200001,2,4,106,0,0,6,23,11
478,343,1651503,2,3,25,1,0,2,29,11
113,344,1201500,2,2,79,0,0,2,14,11
259,351,1450001,2,0,40,2,1,5,22,11
779,126,215510,3,4,104,0,0,4,16,12
729,113,1702500,3,4,110,0,0,5,1,12
905,347,119203,2,4,105,0,0,5,4,11
478,343,1651503,2,2,79,1,0,5,20,11
511,235,2200300,2,3,25,17,0,2,31,10
419,109,1553005,3,2,70,0,1,2,20,11
494,111,1654502,3,4,109,0,0,2,6,12
258,351,1456002,2,4,115,1,0,5,18,12
439,109,1553004,3,0,50,0,0,4,20,11
339,341,1552500,2,0,47,0,0,2,14,11
339,341,1552500,2,4,112,0,1,4,29,11
101,344,1200001,2,3,18,0,0,3,1,11
478,343,1651503,2,3,25,1,0,2,13,11
922,348,511001,2,1,120,0,0,2,13,11
259,351,1450001,2,3,32,0,1,2,28,11
922,348,5110,2,0,45,0,1,5,18,11
705,358,1702000,2,0,43,0,0,5,29,11
101,344,1200001,2,0,52,0,1,2,20,11
439,109,1553501,3,4,101,0,0,5,11,12
779,126,215510,3,3,7,2,0,5,7,12
922,348,511001,2,2,70,0,0,2,13,11
203,352,140100,2,4,104,0,0,2,3,11
729,113,1657200,3,3,14,0,0,2,9,12
441,110,1553008,3,2,83,0,0,2,22,11
779,126,215510,3,3,33,0,0,3,2,12
922,348,511001,2,0,44,0,0,3,12,11
515,117,2203901,3,4,102,0,0,5,6,11
109,106,1200502,3,4,104,0,0,5,12,12
268,121,1450502,3,2,63,0,0,2,13,12
114,344,1211100,2,4,110,0,1,5,6,11
461,126,1650600,3,0,48,0,0,5,11,11
705,358,1702000,2,2,83,0,0,5,12,12
101,344,1200001,2,2,62,0,0,5,29,11
339,341,1552500,2,4,103,0,0,2,14,11
105,106,1211200,3,3,25,2,0,5,15,11
639,361,2403002,2,2,70,0,0,2,17,12
478,343,1651503,2,3,18,1,0,2,16,11
922,348,511001,2,2,75,0,0,5,14,12
705,358,1700500,2,0,49,0,0,3,6,12
339,341,1552500,2,0,44,0,1,3,3,11
847,125,51101,3,2,75,0,0,2,1,12
779,126,215510,3,4,114,2,0,2,1,12
259,351,1450001,2,2,70,0,1,2,13,12
439,109,1553004,3,1,120,0,0,2,15,12
439,109,1553001,3,0,47,0,0,2,12,11
802,346,6400,2,2,79,0,1,2,6,12
922,348,511001,2,2,76,0,0,6,16,11
397,105,1600500,3,1,121,0,0,5,30,11
478,343,1651503,2,2,75,1,0,2,12,11
441,110,1553008,3,0,44,0,0,3,21,11
339,341,1552500,2,4,110,0,0,2,10,11
511,235,2200300,2,4,103,0,1,3,13,11
397,105,1601001,3,0,40,0,1,2,14,11
397,105,1601001,3,2,60,0,0,2,20,11
177,116,1306503,3,2,84,0,0,2,7,11
511,235,2200300,2,3,6,0,0,2,19,11
101,344,1200001,2,4,101,0,0,2,30,11
101,344,1200001,2,0,49,0,0,2,2,12
339,341,1552500,2,4,110,0,0,3,14,12
515,117,2203901,3,2,76,0,0,2,15,11
339,341,1552500,2,4,107,0,0,3,6,12
792,118,265031,3,3,34,0,0,5,26,11
101,344,1200001,2,2,90,0,1,2,2,11
779,126,215510,3,2,83,0,0,3,16,11
922,348,511001,2,2,68,0,0,6,26,11
244,107,1402501,3,3,18,0,0,5,6,11
494,111,1655000,3,1,122,0,0,4,20,11
441,110,1553008,3,1,120,0,0,5,8,11
339,341,1552500,2,4,109,0,0,5,26,11
101,344,1200001,2,2,75,0,0,3,5,12
511,235,2200300,2,2,75,2,1,2,12,12
739,112,1908001,3,4,105,0,0,5,29,11
339,341,1552500,2,2,61,0,0,4,26,11
101,344,1200001,2,0,44,0,0,3,27,11
905,347,119202,2,2,72,11,0,3,10,11
782,236,2650101,2,4,113,0,0,2,3,11
478,343,1651503,2,2,71,1,0,2,7,11
511,235,2200300,2,3,25,0,0,2,18,12
847,125,5110,3,2,67,0,0,2,9,12
922,348,511001,2,4,102,0,0,5,20,11
273,121,1452000,3,0,44,1,0,2,19,11
511,235,2200300,2,4,103,0,0,2,20,11
113,344,1201500,2,3,33,0,0,5,13,11
101,344,1200001,2,4,110,0,1,5,13,12
511,235,2200300,2,2,75,0,1,2,21,11
922,348,511001,2,4,106,0,0,2,24,11
101,344,1200001,2,2,83,2,0,2,8,11
969,881,51101,2,4,110,0,0,5,3,11
847,125,5110,3,3,34,0,0,5,21,11
105,106,1211200,3,1,122,0,1,4,6,11
339,341,1552500,2,4,110,0,1,5,11,11
688,345,2602400,2,0,45,0,0,2,4,12
209,231,1403500,2,4,109,0,0,5,19,11
113,344,1201401,2,1,120,0,0,3,10,12
779,126,215510,3,2,75,0,0,2,24,11
905,347,1192000,2,3,1,3,0,5,22,11
397,105,1601501,3,3,32,0,0,2,9,12
478,343,1651503,2,2,75,1,0,2,17,12
339,341,1552500,2,3,6,0,0,2,5,11
707,340,1902501,2,2,79,0,0,2,29,11
339,341,1552500,2,2,62,0,0,4,10,12
109,106,1200501,3,4,102,0,0,5,4,12
439,109,1553004,3,3,14,0,0,2,6,12
101,344,1200001,2,4,110,0,0,3,11,11
510,117,2200601,3,2,61,0,0,6,19,11
503,117,2201601,3,4,115,0,0,2,20,11
244,107,1402501,3,0,46,0,0,2,5,12
782,236,2650102,2,3,14,1,0,2,13,11
339,341,1552500,2,2,70,0,1,4,30,11
724,126,1706501,3,4,115,0,0,5,3,11
339,341,1552500,2,0,45,0,0,6,7,11
441,110,1553008,3,2,75,0,0,4,21,11
766,126,2104000,3,0,48,0,1,5,21,11
397,105,160102,3,0,49,0,0,3,14,11
922,348,5110,2,2,90,2,0,2,16,12
101,344,1200001,2,4,104,0,1,5,6,12
793,118,2650201,3,2,70,0,0,2,4,12
113,344,1201401,2,1,120,0,1,2,15,12
750,359,2053000,2,3,25,2,0,2,26,11
661,361,24500,2,4,102,0,0,2,27,11
101,344,1200001,2,4,113,0,0,2,21,11
439,109,1553501,3,2,72,0,1,2,10,12
511,235,2200300,2,4,103,0,0,4,8,11
339,341,1552500,2,0,47,0,0,2,14,11
258,351,1456002,2,2,72,0,0,6,21,11
478,343,1651503,2,0,46,1,0,5,12,12
793,118,2650201,3,2,71,0,0,5,9,11
101,344,1200001,2,4,110,0,0,5,16,11
478,343,1651503,2,2,72,1,0,2,5,12
339,341,1552500,2,0,41,0,0,2,5,12
494,111,1654501,3,0,46,0,0,3,4,12
339,341,1552500,2,2,63,0,0,2,22,11
